name,x,y,sky_centroid.ra,sky_centroid.dec,m,me,t
jws_1347,3260.491825,493.7677441,266.3991712,-29.01348041,14.32994017,0.004086911,2022.71678
jws_1348,3647.839013,503.4348117,266.3995226,-29.00671682,17.0436074,0.007986973,2022.71678
jws_1349,4004.982041,490.7885091,266.3994159,-29.00047292,14.14961111,0.002267433,2022.71678
jws_1350,4251.271381,489.9528631,266.3994998,-28.99616988,16.61533198,0.004334295,2022.71678
jws_1351,1867.657537,490.363414,266.3985338,-29.03781236,14.38141086,0.00162675,2022.71678
jws_1352,3382.083744,490.8152265,266.3991619,-29.01135512,14.30360461,0.00174488,2022.71678
jws_1353,3855.787981,493.5453806,266.39941,-29.00308036,12.62044027,0.00149014,2022.71678
jws_1354,3883.796275,520.4259262,266.3999584,-29.00260065,17.40451604,0.011481026,2022.71678
jws_1355,4310.11052,490.9442627,266.3995437,-28.9951423,15.56731583,0.00258223,2022.71678
jws_1356,4825.441356,493.4328539,266.3998039,-28.98614024,13.13349261,0.000826351,2022.71678
jws_1357,1811.947181,491.3643534,266.398531,-29.03878599,13.77377572,0.001543331,2022.71678
jws_1358,3504.682648,494.4874905,266.3992854,-29.0092146,17.58163892,0.010967378,2022.71678
jws_1359,3912.716259,491.2222123,266.3993869,-29.00208498,15.18337742,0.00225408,2022.71678
jws_1360,3334.092216,494.4312058,266.3992145,-29.01219483,17.18703851,0.007070001,2022.71678
jws_1361,756.111561,495.008765,266.3981721,-29.05723301,12.46398225,0.000407715,2022.71678
jws_1362,3116.431478,498.8618746,266.3992141,-29.01599901,14.64574594,0.00195246,2022.71678
jws_1363,4389.755021,493.8960938,266.3996352,-28.99375195,14.77127163,0.002024558,2022.71678
jws_1364,4690.574369,493.0623739,266.3997414,-28.98849626,14.3226833,0.001636998,2022.71678
jws_1365,4814.479223,492.927989,266.3997893,-28.98633157,14.36547511,0.001621943,2022.71678
jws_1366,1397.457698,496.4224364,266.3984626,-29.04602904,12.352794,0.001437602,2022.71678
jws_1367,4473.024534,494.4968174,266.3996812,-28.99229743,14.63524172,0.001768536,2022.71678
jws_1368,2929.713964,511.4424887,266.3993891,-29.0192655,14.96312274,0.003546773,2022.71678
jws_1369,3201.088703,494.984991,266.3991712,-29.01451864,16.08336316,0.003809163,2022.71678
jws_1370,3529.100059,499.7800799,266.3994011,-29.00878991,16.44054384,0.006244855,2022.71678
jws_1371,2857.804674,497.5428519,266.399082,-29.02051681,14.33108659,0.002460357,2022.71678
jws_1372,3275.153954,498.9446255,266.3992806,-29.01322611,16.22873659,0.003419469,2022.71678
jws_1373,3464.177159,497.558203,266.3993301,-29.00992334,15.32889971,0.002544824,2022.71678
jws_1374,4352.949909,499.1640949,266.3997254,-28.99439683,14.89283575,0.002001655,2022.71678
jws_1375,4907.910459,496.4042421,266.3998969,-28.98470054,16.66806558,0.006735193,2022.71678
jws_1376,2848.726039,499.5336937,266.3991181,-29.02067613,17.45082466,0.012201715,2022.71678
jws_1377,2912.032223,509.4747902,266.3993426,-29.0195737,13.44116679,0.002170757,2022.71678
jws_1378,1623.073782,502.7593148,266.3986815,-29.04208973,16.5963852,0.006732002,2022.71678
jws_1379,3968.485121,498.5607211,266.3995562,-29.00111331,14.23259009,0.001433643,2022.71678
jws_1380,4513.680835,498.9526264,266.3997868,-28.99158874,13.98048015,0.001488879,2022.71678
jws_1381,4920.596403,500.3843583,266.3999816,-28.98448034,15.30003732,0.003449305,2022.71678
jws_1382,869.1671683,499.9604191,266.3983173,-29.05525967,13.26846169,0.001968145,2022.71678
jws_1383,2813.548984,501.3187461,266.3991394,-29.02129132,13.75813593,0.00348838,2022.71678
jws_1384,3122.593358,513.2032014,266.3995031,-29.01589648,14.49138517,0.001977088,2022.71678
jws_1385,3298.174903,505.3122058,266.3994172,-29.01282621,13.68891571,0.0013783,2022.71678
jws_1386,3350.00077,502.0045449,266.3993723,-29.01191961,13.74676226,0.002228792,2022.71678
jws_1387,3421.18781,504.1336348,266.3994439,-29.01067672,15.74983784,0.003350747,2022.71678
jws_1388,1929.13973,502.7840172,266.3988071,-29.03674269,13.60684803,0.001835724,2022.71678
jws_1389,3064.873931,511.4641652,266.3994448,-29.01690423,16.30811122,0.005418586,2022.71678
jws_1390,3518.796476,505.5309403,266.3995117,-29.00897197,15.981858,0.003402728,2022.71678
jws_1391,3714.9415,503.2969888,266.3995473,-29.00554447,15.85863434,0.003182133,2022.71678
jws_1392,3387.394264,504.8928259,266.3994453,-29.01126737,16.24419761,0.003930363,2022.71678
jws_1393,2066.347079,504.6690022,266.3989009,-29.03434632,14.16532092,0.001589813,2022.71678
jws_1394,3266.316336,513.7152858,266.3995721,-29.01338579,15.29163567,0.003451729,2022.71678
jws_1395,3379.005168,506.303382,266.39947,-29.01141444,17.76432001,0.011270281,2022.71678
jws_1396,3485.395119,513.3783188,266.3996549,-29.00955831,15.96031068,0.005648731,2022.71678
jws_1397,1601.227603,506.5902907,266.3987491,-29.04247276,13.14657568,0.001301925,2022.71678
jws_1398,3546.033644,508.7835956,266.3995878,-29.00849729,18.07227869,0.015338673,2022.71678
jws_1399,1505.294779,506.282654,266.3987037,-29.04414862,14.57707041,0.00183664,2022.71678
jws_1400,2889.328054,507.3616746,266.3992911,-29.0199696,14.67433861,0.002389629,2022.71678
jws_1401,3331.540181,510.224167,266.399529,-29.01224506,17.00076748,0.006490496,2022.71678
